gene_id,glucose_aerobic,glucose_anaerobic,ethanol,galactose,nitrogen_starvation,oxidative_stress,stationary_phase
YGR197C,12.54,30.26,30.26,30.26,30.26,30.26,30.26
YGR199W,3.64,0.65,3.64,3.64,3.64,3.64,3.64
YGR201C,9.76,5.25,9.76,9.76,9.76,9.76,9.76
YGR202C,173.58,173.58,173.58,173.58,265.43,33.56,173.58
YGR204W,3.51,3.51,3.51,3.51,0.47,3.51,3.51
YGR205W,0.84,0.84,0.84,0.84,1.14,0.84,0.32
YGR208W,1.23,1.23,1.23,0.57,1.23,1.23,1.23
YGR209C,20.98,20.98,20.98,23.22,20.98,20.98,20.98
YGR215W,4.16,21.04,21.04,21.04,21.04,21.04,21.04
YGR216C,16.84,16.84,16.84,24.57,16.84,16.84,16.84
YGR218W,124.12,124.12,124.12,124.12,124.12,124.12,124.12
YGR222W,0.36,0.10,0.36,0.83,0.26,0.07,0.36
YGR227W,36.38,36.38,36.38,36.38,36.38,36.38,36.38
YGR229C,208.96,208.96,208.96,208.96,208.96,208.96,208.96
YGR230W,3.70,1.94,3.70,3.70,3.19,3.70,3.70
YGR234W,11.36,11.36,11.36,11.36,11.36,11.36,31.70
YGR240C,6.49,6.49,6.49,6.16,6.49,6.49,6.49
YGR243W,2.16,5.25,5.25,5.25,0.75,10.27,1.87
YGR244C,12.31,18.71,12.31,12.31,12.31,12.31,12.31
YGR246C,170.93,170.93,170.93,170.93,170.93,170.93,170.93
YGR247W,316.11,316.11,316.11,316.11,199.17,316.11,316.11
YGR248W,12.13,12.13,12.13,12.13,12.13,12.13,5.39
YGR252W,349.88,349.88,349.88,349.88,133.69,349.88,349.88
YGR254W,21.19,21.19,21.19,21.19,2.53,21.19,21.19
YGR255C,278.81,1647.90,424.49,278.81,278.81,278.81,278.81
YGR256W,17.46,17.46,4.65,17.46,17.46,31.85,40.79
YGR260W,24.45,24.45,338.01,24.45,24.45,14.08,24.45
YGR262C,34.75,34.75,34.75,34.75,34.75,75.59,34.75
YGR263C,2364.40,3328.52,2364.40,2364.40,2364.40,2364.40,2364.40
YGR264C,72.02,72.02,90.50,127.15,72.02,72.02,72.02
YGR267C,6.95,6.95,6.95,6.95,6.95,6.95,6.95
YGR270W,85.93,85.93,85.93,85.93,15.25,30.69,66.11
YGR271W,11.67,5.33,11.67,39.91,11.67,11.67,11.67
YGR277C,9.63,9.63,9.63,9.63,9.63,9.63,9.63
YGR278W,78.48,78.48,78.48,426.95,126.81,78.48,78.48
YGR282C,21.04,19.04,62.62,21.04,21.04,21.04,21.04
YGR286C,30.50,16.57,10.67,30.50,30.50,30.50,30.50
YGR287C,20.51,20.51,20.51,20.51,20.51,20.51,20.51
YGR289C,33.28,33.28,33.28,33.28,33.28,33.28,39.45
YGR292W,37.99,37.99,37.99,37.99,82.96,37.99,37.99
YHL003C,1.10,2.61,1.10,1.10,1.10,1.10,1.10
YHL010C,30.38,14.15,16.71,54.59,54.59,54.59,54.59
YHL011C,4.60,4.60,4.60,4.60,1.87,4.60,4.60
YHL012W,2.31,2.31,2.31,1.03,5.28,3.83,2.31
YHL013C,138.80,18.40,18.40,129.35,19.93,18.40,18.40
YHL014C,22.78,22.78,22.78,22.78,22.78,22.78,22.78
YHL016C,7.10,24.48,7.10,4.46,7.10,7.10,7.10
YHL017W,69.86,69.86,69.86,69.86,69.86,69.86,69.86
YHL018W,3.59,2.68,2.68,2.68,2.68,2.68,2.68
YHL019C,10.91,10.91,10.91,10.91,17.99,9.92,10.91
YHL030W,8.35,8.35,8.35,8.35,8.35,1.14,6.17
YHL032C,18.73,18.73,6.48,18.73,13.37,18.73,18.73
YHL033C,30.52,30.52,30.52,30.52,30.52,30.52,30.52
YHL034C,4.43,4.43,4.43,4.43,4.43,25.69,12.06
YHL036W,8.78,59.53,59.53,59.53,27.38,59.53,59.53
YHR001W-A,22.08,22.08,22.08,22.08,22.08,22.08,22.08
YHR002W,1.18,1.18,1.18,1.18,1.18,0.57,1.18
YHR004C,1.06,1.06,1.06,1.06,1.06,1.06,1.06
YHR007C,19.72,19.72,19.72,6.33,19.72,19.72,19.72
YHR008C,14.42,14.42,31.66,44.15,14.42,5.44,14.42
YHR011W,17.20,6.96,17.20,17.20,17.20,17.20,17.20
YHR013C,19.26,11.42,19.26,90.48,19.26,19.26,19.26
YHR018C,28.17,22.92,28.17,28.17,28.17,28.17,3.11
YHR019C,19.69,83.22,67.41,83.22,83.22,83.22,83.22
YHR020W,3.79,3.79,2.36,3.79,3.79,3.79,3.79
YHR024C,3.46,3.46,3.75,3.46,3.46,16.03,3.46
YHR025W,3.90,3.90,3.90,3.90,3.90,3.90,3.90
YHR026W,30.98,30.98,4.70,30.98,30.98,30.98,30.98
YHR031C,129.99,156.53,129.99,129.99,129.99,129.99,129.99
YHR034C,10.52,10.52,10.52,10.52,10.52,10.52,10.52
YHR037W,0.47,0.47,0.47,1.70,0.47,0.47,0.06
YHR039C-A,1.56,1.56,1.56,1.56,0.36,1.56,1.56
YHR042W,5.76,5.76,5.76,5.76,5.76,5.76,5.76
YHR043C,8.70,8.70,8.70,8.70,8.70,8.70,8.70
YHR044C,10.89,10.89,10.89,10.89,10.89,10.89,10.89
YHR046C,21.28,21.28,21.28,21.28,21.28,21.28,21.28
YHR047C,51.55,12.58,12.58,331.43,12.58,12.58,12.58
YHR049W,96.93,96.93,96.93,96.93,96.93,96.93,96.93
YHR051W,7.29,7.29,7.29,7.29,7.29,7.29,7.29
YHR058C,5.51,5.51,5.51,5.51,5.51,5.51,4.81
YHR063C,83.45,41.19,41.19,41.19,41.19,41.19,41.19
YHR065C,2.01,2.01,2.01,2.01,2.01,2.01,2.01
YHR067W,36.04,36.04,36.04,36.04,36.04,36.04,36.04
YHR068W,23.43,23.43,23.43,23.43,23.43,23.43,23.43
YHR069C,16.10,81.96,16.10,16.10,16.10,16.10,6.19
YHR070W,668.82,85.47,217.55,217.55,217.55,217.55,179.33
YHR072W,7.90,7.90,7.90,1.77,7.90,7.90,7.90
YHR074W,441.62,441.62,441.62,441.62,353.24,441.62,422.57
YHR075C,14.32,14.32,19.80,14.32,14.32,14.32,14.32
YHR076W,2.96,2.96,2.96,2.96,2.96,5.83,2.96
YHR079C-A,22.31,22.31,22.31,22.31,22.31,22.31,22.31
YHR091C,4.00,4.00,4.00,4.00,4.00,4.00,4.00
YHR092C,6.50,6.50,6.50,6.50,3.33,6.50,6.50
YHR094C,36.44,36.44,36.44,36.44,37.34,36.44,36.44
YHR096C,46.22,29.72,46.22,46.22,46.22,46.22,46.22
YHR100C,2.85,7.90,7.90,7.90,7.90,7.90,7.90
YHR104W,88.33,88.33,88.33,88.33,88.33,88.33,19.49
YHR106W,551.11,114.01,114.01,114.01,114.01,114.01,114.01
YHR109W,60.16,312.87,173.20,173.20,605.77,173.20,173.20
YHR111W,44.44,44.44,44.44,247.95,44.44,44.44,44.44
YHR112C,155.27,88.10,590.83,155.27,155.27,57.48,155.27
YHR113W,1.20,2.38,1.20,1.20,1.20,1.20,1.20
YHR116W,12.47,12.47,12.47,12.47,12.47,12.47,12.47
YHR119W,5.47,5.47,5.47,5.47,5.47,5.47,5.47
YHR123W,18.27,24.02,24.02,24.02,24.02,24.02,3.79
YHR128W,8.52,8.52,16.02,8.52,8.52,8.52,8.52
YHR137W,15.65,15.65,15.65,15.65,15.65,15.65,15.65
YHR140W,338.07,338.07,338.07,338.07,768.06,338.07,338.07
YHR144C,15.57,45.20,15.57,15.57,12.73,15.57,15.57
YHR151C,171.12,37.36,37.36,37.36,37.36,37.36,37.36
YHR155W,14.18,14.18,19.43,14.18,14.18,14.18,14.18
YHR159W,22.50,5.26,22.50,60.02,22.50,22.50,22.50
YHR162W,20.27,7.55,20.27,20.27,20.21,20.27,20.27
YHR163W,39.35,39.35,39.35,39.35,39.35,39.35,39.35
YHR169W,115.35,115.35,115.35,193.85,197.21,115.35,115.35
YHR171W,237.72,686.37,237.72,237.72,237.72,237.72,237.72
YHR174W,31.96,31.96,28.95,31.96,31.96,31.96,31.96
YHR176W,48.63,48.63,48.63,48.63,48.63,48.63,48.63
YHR179W,3.57,3.57,3.57,3.57,3.57,3.57,3.57
YHR183W,17.61,17.61,17.61,17.61,17.61,17.61,17.61
YHR188C,82.31,82.31,21.10,82.31,82.31,82.31,82.31
YHR189W,73.62,73.62,77.11,73.62,73.62,73.62,73.62
YHR190W,27.59,27.59,27.59,27.59,27.59,27.59,27.59
YHR201C,286.50,75.91,75.91,109.58,75.91,75.91,75.91
YHR208W,41.94,41.94,41.94,41.94,41.94,41.94,41.94
YHR209W,121.57,121.57,121.57,121.57,121.57,121.57,121.57
YHR211W,31.00,10.23,16.48,31.00,31.00,31.00,31.00
YHR213W,4.55,11.78,11.78,11.78,11.78,11.78,11.78
YHR215W,33.24,95.80,33.24,33.24,33.24,33.24,33.24
YHR216W,0.25,0.24,0.09,0.18,0.25,0.25,0.25
YIL002C,13.01,61.05,35.67,35.67,35.67,35.67,35.67
YIL006W,0.21,0.08,0.08,0.08,0.08,0.08,0.08
YIL009W,1.51,1.51,1.51,1.51,1.51,1.56,1.51
YIL010W,39.55,39.55,39.55,39.55,39.55,39.55,39.55
YIL013C,37.70,41.11,19.70,41.11,41.11,41.11,41.11
YIL017C,3.51,1.79,5.25,3.51,3.51,3.51,3.51
YIL020C,6.90,6.90,19.77,6.90,6.90,6.90,6.90
YIL021W,156.93,156.93,156.93,156.93,156.93,156.93,156.93
YIL023C,9.72,9.72,9.72,9.72,9.72,9.72,4.90
YIL029C,580.78,580.78,580.78,580.78,580.78,580.78,1590.30
YIL043C,20.03,20.03,20.03,20.03,20.03,64.00,94.47
YIL048W,37.04,37.04,37.04,37.04,37.04,37.04,87.07
YIL049W,143.21,227.08,227.08,227.08,227.08,227.08,227.08
YIL051C,3.87,24.45,24.45,24.45,24.45,24.45,24.45
YIL053W,4.47,4.47,4.47,4.47,4.47,4.47,4.47
YIL060W,17.04,17.04,17.04,86.35,17.04,17.04,17.04
YIL062C,51.55,11.94,4.97,19.04,19.04,19.04,19.04
YIL064W,2.59,2.59,2.59,2.59,2.59,0.28,2.59
YIL066C,13.68,13.68,13.68,13.68,13.68,13.68,13.68
YIL074C,6.60,6.60,6.60,6.60,6.60,6.60,6.60
YIL078W,80.36,80.36,80.36,120.62,84.46,80.36,80.36
YIL079C,21.16,74.56,21.16,21.16,21.16,21.16,21.16
YIL082W-A,13.14,13.14,79.58,18.34,13.14,13.14,13.14
YIL083C,17.13,17.13,17.13,17.13,17.13,17.13,17.13
YIL087C,28.07,81.36,28.07,28.07,28.07,28.07,28.07
YIL094C,50.66,109.50,50.66,50.66,50.66,50.66,50.66
YIL099W,4.48,4.48,4.48,4.48,4.48,4.48,4.48
YIL101C,4.21,4.21,4.21,4.21,4.21,4.21,4.21
YIL103W,105.32,105.32,105.32,105.32,105.32,105.32,105.32
YIL106W,10.82,10.82,10.82,10.82,10.82,10.82,10.82
YIL107C,2.40,2.40,2.40,2.40,2.40,2.40,2.40
YIL111W,39.08,39.08,39.08,39.08,39.08,39.08,39.08
YIL113W,40.25,40.25,40.25,40.25,9.55,40.25,40.25
YIL115C,2.02,2.02,1.07,0.78,3.03,2.77,0.62
YIL116W,28.34,28.34,28.34,83.98,28.34,28.34,28.34
YIL118W,161.35,60.54,60.54,60.54,18.41,71.79,60.54
YIL123W,35.22,35.22,35.22,65.02,35.22,35.22,35.22
YIL124W,27.55,51.83,51.83,39.65,51.83,51.83,35.40
YIL125W,2.44,2.44,2.44,2.44,2.44,2.44,2.44
YIL126W,33.00,33.00,33.00,33.00,33.00,33.00,72.12
YIL127C,12.76,12.76,3.20,12.76,12.76,12.76,4.77
YIL129C,9.74,9.74,61.95,9.74,9.74,9.74,9.74
YIL134W,74.13,74.13,74.13,74.13,74.13,74.13,181.21
YIL143C,184.73,129.23,184.73,184.73,184.73,184.73,184.73
YIL145C,182.08,296.35,296.35,296.35,547.96,296.35,95.91
YIL153W,144.35,144.35,144.35,144.35,381.84,234.71,144.35
YIL155C,17.04,17.04,39.43,17.04,17.04,17.04,15.94
YIL156W,34.09,34.09,34.09,18.78,34.09,34.09,34.09
YIL160C,63.45,63.45,30.67,63.45,63.45,63.45,63.45
YIL162W,24.09,24.09,24.09,24.09,24.09,24.09,24.09
YIL163C,24.44,24.44,19.38,24.44,24.44,24.44,49.44
YIL166C,69.11,69.11,69.11,69.11,69.11,69.11,69.11
YIL172C,18.38,3.49,18.38,1.70,18.38,18.38,98.08
YIL173W,6.73,6.73,6.73,6.73,9.93,6.73,6.73
YIR002C,10.79,10.79,10.79,10.79,10.79,10.79,10.79
YIR012W,51.98,269.12,49.45,51.98,51.98,51.98,51.98
YIR018W,20.18,20.18,20.18,20.18,20.18,20.18,20.18
YIR019C,33.46,21.31,74.92,33.46,33.46,33.46,33.46
YIR026C,23.08,173.21,54.88,54.88,16.74,26.57,54.88
YIR027C,11.45,11.45,11.45,11.45,11.45,11.45,11.45
YIR028W,62.45,62.45,62.45,62.45,62.45,62.45,118.97
YIR029W,35.45,35.45,35.45,35.45,35.45,35.45,35.45
YIR031C,3.15,3.15,3.15,0.96,3.15,3.15,3.15
YIR032C,174.77,174.77,174.77,174.77,174.77,361.85,174.77
YIR034C,9.48,9.48,9.48,9.48,9.48,9.48,9.48
YIR035C,1.68,1.68,1.68,1.68,1.68,5.51,1.68
YIR036C,4.19,4.19,4.19,4.19,4.19,4.19,4.19
YIR037W,4.34,3.87,4.34,7.00,4.34,4.34,1.52
YIR038C,21.72,21.72,10.01,21.72,21.72,21.72,3.12
YJL002C,13.32,13.32,13.32,13.32,13.32,13.32,13.32
YJL003W,12.12,19.69,10.14,12.12,12.12,12.12,12.12
YJL005W,50.88,50.88,50.88,50.88,183.72,50.88,429.54
YJL010C,33.44,33.44,33.44,33.44,33.44,33.44,33.44
YJL012C,32.27,104.85,32.27,31.88,32.27,32.27,32.27
YJL024C,37.14,37.14,37.14,37.14,19.98,37.14,37.14
YJL026W,50.61,33.22,50.61,50.61,50.61,50.61,50.61
YJL031C,0.85,0.85,0.85,0.85,0.85,0.85,0.85
YJL033W,11.63,11.63,11.63,11.63,11.63,11.63,11.63
YJL034W,0.76,0.27,0.76,0.76,0.76,0.76,0.76
YJL035C,21.20,21.20,21.20,21.20,21.20,75.84,21.20
YJL039C,19.95,19.95,19.95,19.95,19.95,19.95,19.95
YJL045W,96.38,96.38,96.38,124.95,96.38,96.38,96.38
YJL046W,119.28,119.28,119.28,119.28,119.28,119.28,119.28
YJL052W,27.23,27.23,2.64,27.23,27.23,27.23,27.23
YJL055W,9.48,9.48,9.48,9.48,9.48,9.48,9.48
YJL056C,41.59,41.59,41.59,41.59,41.59,41.59,41.59
YJL060W,9.10,9.10,9.10,9.10,9.10,9.10,5.35
YJL061W,20.04,20.04,20.04,20.04,20.04,20.04,20.04
YJL068C,88.16,88.16,88.16,88.16,88.16,88.16,88.16
YJL071W,8.70,8.70,8.85,8.70,7.34,8.70,8.70
YJL074C,67.26,67.26,67.26,26.45,67.26,67.26,67.26
YJL078C,55.48,55.48,55.48,55.48,55.48,55.48,55.48
YJL080C,4.80,4.80,4.80,4.80,4.80,4.80,4.80
YJL088W,86.56,86.56,86.56,86.56,86.56,86.56,229.48
YJL091C,57.27,149.75,57.27,57.27,57.27,57.27,18.05
YJL092W,23.40,23.40,23.40,14.67,23.40,23.40,19.98
YJL095W,5.17,6.40,6.40,6.40,6.40,6.40,2.97
YJL097W,5.54,5.54,5.54,5.73,5.54,4.97,7.88
YJL100W,8.97,8.97,8.97,8.97,8.97,40.27,8.97
YJL101C,45.33,45.33,45.33,45.33,45.33,45.33,45.33
YJL102W,4.79,4.79,4.79,4.79,4.79,4.79,4.79
YJL117W,38.72,38.72,38.72,38.72,38.72,38.72,7.02
YJL121C,3.12,3.12,3.12,3.12,3.12,0.20,3.12
YJL125C,14.79,14.79,14.79,14.79,20.77,14.79,14.79
YJL126W,23.68,23.68,9.20,23.68,23.68,23.68,23.68
YJL129C,786.58,1002.59,786.58,786.58,786.58,786.58,786.58
YJL130C,2.54,2.54,2.54,2.54,2.54,2.54,6.43
YJL133W,182.73,276.14,182.73,182.73,182.73,182.73,182.73
YJL134W,25.15,25.15,25.15,25.15,25.15,25.15,25.15
YJL137C,37.22,37.22,37.22,37.22,37.22,49.55,23.09
YJL138C,23.99,23.99,23.99,9.53,23.99,23.99,23.99
YJL139C,39.14,39.14,49.62,26.59,39.14,66.02,39.14
YJL145W,15.95,15.95,15.95,57.23,15.95,15.95,15.95
YJL151C,177.87,177.87,177.87,316.84,177.87,177.87,177.87
YJL153C,13.80,10.13,10.13,10.13,10.13,10.13,10.13
YJL154C,109.77,109.77,109.77,109.77,109.77,109.77,109.77
YJL155C,7.64,7.64,7.64,7.64,7.64,7.64,7.64
YJL159W,18.35,34.83,18.35,18.35,18.35,18.35,18.35
YJL166W,4.02,3.45,4.02,4.02,4.02,4.02,4.02
YJL167W,9.52,39.75,39.75,39.75,39.75,39.75,39.75
YJL168C,175.51,175.51,58.86,175.51,175.51,72.68,175.51
YJL170C,17.89,47.00,17.89,17.89,17.89,14.96,17.89
YJL172W,14.95,14.95,14.95,14.95,14.95,14.95,91.69
YJL176C,5.03,5.60,5.19,3.77,3.77,3.77,3.77
YJL181W,14.24,18.38,5.34,14.24,6.83,14.24,17.72
YJL194W,6.22,1.84,1.84,1.84,0.39,0.26,1.84
YJL196C,5.11,6.42,5.11,5.11,5.11,5.11,5.11
YJL197W,28.22,28.22,28.22,28.22,28.22,28.22,57.89
YJL198W,145.26,145.26,145.26,145.26,145.26,38.67,525.59
YJL200C,1358.07,2344.74,1358.07,1358.07,1358.07,1358.07,1358.07
YJL206C,8.33,8.33,8.33,8.33,8.33,8.33,8.33
YJL207C,172.94,172.94,172.94,172.94,172.94,172.94,172.94
YJL212C,28.95,28.95,28.95,28.95,28.95,28.95,46.65
YJL213W,16.01,8.93,16.01,16.01,16.01,16.01,16.01
YJL214W,20.18,38.43,38.43,38.43,6.94,38.43,38.43
YJL216C,22.04,22.04,22.04,22.04,22.04,22.04,22.04
YJL218W,34.70,23.70,23.70,23.70,23.70,23.70,23.70
YJL219W,5.52,10.89,47.26,10.89,10.89,10.89,10.89
YJL221C,2.47,2.36,2.47,2.47,2.47,2.47,2.47
YJL222W,11.79,1.98,1.98,1.98,4.89,1.98,1.98
YJR001W,53.51,154.02,53.51,53.51,159.98,53.51,114.27
YJR009C,13.26,13.26,13.26,13.26,13.26,13.26,13.26
YJR010W,1.23,8.21,8.21,8.21,8.21,8.21,8.21
YJR013W,20.34,20.34,20.34,20.34,21.06,20.34,13.62
YJR016C,66.18,66.18,66.18,66.18,66.18,66.18,66.18
YJR019C,26.33,26.33,26.33,26.33,26.33,26.33,26.33
YJR024C,7.51,7.51,7.22,7.51,7.51,7.51,7.26
YJR025C,126.40,126.40,135.70,126.40,126.40,126.40,126.40
YJR029W,106.56,214.60,214.60,214.60,214.60,214.60,273.98
YJR035W,42.18,42.18,16.03,42.18,42.18,42.18,42.18
YJR040W,86.53,82.74,295.14,86.53,86.53,138.82,86.53
YJR044C,129.40,129.40,129.40,129.40,129.40,129.40,129.40
YJR045C,109.42,109.42,109.42,109.42,109.42,109.42,109.42
YJR048W,45.01,50.46,50.46,50.46,50.46,50.46,372.27
YJR049C,88.79,49.28,49.28,49.28,49.28,49.28,49.28
YJR051W,43.79,43.79,43.79,43.79,43.79,43.79,43.79
YJR052W,3.87,3.87,3.87,3.87,3.87,3.87,2.46
YJR054W,57.46,57.46,57.46,57.46,57.46,30.09,57.46
YJR055W,2.63,6.71,2.63,2.63,2.63,2.63,9.02
YJR057W,6.10,6.10,6.10,6.10,6.10,6.10,6.10
YJR068W,141.93,141.93,141.93,141.93,141.93,141.93,141.93
YJR069C,70.83,70.83,70.83,1456.97,70.83,88.00,70.83
YJR070C,187.00,441.48,187.00,187.00,187.00,187.00,187.00
YJR073C,13.36,13.36,13.36,13.36,13.36,13.36,13.36
YJR076C,3.57,3.57,3.57,1.22,3.57,3.57,3.57
YJR077C,14.00,14.00,14.00,14.00,14.00,14.00,14.00
YJR078W,23.41,23.41,23.41,23.41,23.41,23.41,23.41
YJR090C,39.31,22.61,22.61,22.61,22.61,22.61,22.61
YJR095W,110.00,110.00,110.00,588.80,110.00,110.00,110.00
YJR096W,11.68,11.68,11.68,11.68,11.68,25.26,11.68
YJR097W,34.06,34.06,34.06,13.06,34.06,34.06,34.06
YJR098C,4.18,4.56,4.56,4.56,4.56,4.56,4.56
YJR099W,39.47,39.47,39.47,39.47,39.47,39.47,39.47
YJR103W,20.18,20.18,20.18,20.18,12.08,20.18,20.18
YJR104C,6.52,6.52,6.52,6.52,6.52,6.52,6.52
YJR105W,14.10,14.10,14.10,14.10,10.67,14.10,14.10
YJR107W,15.24,15.24,15.24,15.24,15.24,15.24,15.24
YJR109C,13.39,13.39,13.39,2.28,13.39,13.39,13.39
YJR110W,286.29,418.07,1479.92,286.29,286.29,286.29,286.29
YJR117W,17.33,34.55,17.33,17.33,17.33,5.15,2.01
YJR118C,13.93,11.75,3.60,13.93,14.98,13.93,13.93
YJR121W,0.86,0.86,0.86,0.86,0.86,0.86,0.86
YJR130C,5.25,5.25,5.25,5.25,5.25,5.25,5.25
YJR131W,13.54,13.54,13.54,13.54,22.53,13.54,13.54
YJR133W,7.18,7.18,7.18,7.18,7.18,7.18,7.18
YJR134C,159.58,159.58,159.58,159.58,159.58,159.58,159.58
YJR137C,15.68,15.68,15.68,15.68,15.68,15.68,15.68
YJR139C,138.75,138.75,138.75,138.75,138.75,138.75,138.75
YJR143C,22.03,22.03,22.03,18.68,22.03,22.03,22.03
YJR148W,21.24,21.24,21.24,21.24,21.24,21.24,21.24
YJR149W,17.58,17.58,17.58,17.58,17.58,17.58,17.58
YJR152W,20.20,20.20,244.31,20.20,20.20,20.20,20.20
YJR153W,264.59,264.59,264.59,264.59,264.59,413.36,264.59
YJR155W,0.62,0.62,0.62,0.84,0.69,0.62,0.62
YJR158W,1.00,1.00,0.30,1.00,1.00,1.00,1.00
YJR159W,8.89,8.89,8.89,8.89,8.89,8.89,8.89
YJR160C,20.53,20.53,20.53,20.53,20.53,20.53,20.53
YKL001C,56.55,56.55,56.55,56.55,31.48,112.96,56.55
YKL004W,40.84,205.53,40.84,40.84,24.24,40.84,40.84
YKL008C,9.40,11.29,15.46,24.26,11.29,11.29,11.29
YKL010C,92.63,92.63,92.63,92.63,92.63,92.63,92.63
YKL014C,94.19,94.19,94.19,94.19,94.19,28.26,94.19
YKL016C,26.47,26.47,26.47,26.47,11.76,26.47,26.47
YKL019W,91.30,148.50,85.11,85.11,85.11,57.22,429.84
YKL024C,30.23,30.23,30.23,30.23,30.23,30.23,30.23
YKL026C,8.65,8.65,34.63,8.65,8.65,8.65,8.40
YKL029C,300.10,57.21,57.21,57.21,57.21,57.21,57.21
YKL035W,23.71,23.71,23.71,23.71,23.71,23.71,23.71
YKL046C,20.13,20.13,20.13,20.13,20.13,20.13,20.13
YKL055C,182.99,182.99,182.99,182.99,182.99,182.99,58.22
YKL056C,0.51,0.51,1.04,0.19,0.51,0.51,1.37
YKL057C,2.40,2.40,2.40,2.40,2.40,2.40,2.40
YKL058W,3.39,3.39,2.68,3.39,3.47,3.39,3.39
YKL059C,11.65,11.65,11.65,11.65,11.65,11.65,11.65
YKL060C,13.71,19.14,55.96,13.71,13.71,13.71,8.01
YKL067W,2.09,2.56,2.09,2.09,2.09,3.32,2.09
YKL069W,4.58,4.58,4.31,4.58,4.58,4.58,4.58
YKL071W,5.52,5.52,5.52,5.52,5.52,5.52,5.52
YKL078W,801.22,801.22,801.22,961.53,801.22,801.22,801.22
YKL080W,299.65,299.65,299.65,299.65,299.65,299.65,299.65
YKL084W,10.83,10.83,10.83,10.83,10.83,10.83,10.83
YKL085W,11.64,11.64,11.64,11.64,11.64,11.64,11.64
YKL087C,3.58,3.58,3.58,3.58,3.58,3.58,3.58
YKL088W,1.15,1.15,0.22,1.15,2.45,1.15,1.15
YKL089W,16.86,16.86,16.86,16.86,16.86,16.86,63.49
YKL094W,4.50,4.50,4.50,6.87,4.50,8.72,4.50
YKL103C,17.69,17.69,17.69,17.69,17.69,17.69,17.69
YKL104C,1.82,1.82,1.82,4.50,1.82,1.82,0.96
YKL105C,6.40,6.40,6.40,6.40,6.40,9.11,6.40
YKL106W,25.10,15.37,25.10,25.10,25.10,25.10,20.33
YKL109W,34.79,14.83,34.79,34.79,34.79,34.79,34.79
YKL110C,148.20,37.57,37.57,37.57,124.79,37.57,37.57
YKL112W,8.74,5.81,2.34,2.77,2.77,2.77,2.77
YKL113C,72.39,220.45,72.39,72.39,72.39,72.39,72.39
YKL120W,6.05,6.05,6.05,6.05,6.05,3.62,6.05
YKL127W,51.90,51.90,51.90,123.60,51.90,51.90,51.90
YKL128C,19.77,19.77,39.86,40.92,19.77,19.77,19.77
YKL132C,2.55,2.55,2.55,2.55,2.55,2.55,1.46
YKL134C,12.50,12.50,12.50,12.50,12.50,12.50,12.50
YKL140W,34.75,34.75,16.56,34.75,34.75,20.16,34.75
YKL141W,50.37,50.37,50.37,50.37,50.37,50.37,50.37
YKL142W,16.26,16.26,6.72,9.70,16.26,16.26,16.26
YKL146W,199.87,199.87,167.18,199.87,105.54,199.87,199.87
YKL148C,91.04,91.04,91.04,91.04,91.04,91.04,91.04
YKL150W,13.67,13.67,13.67,13.67,13.67,34.34,13.67
YKL151C,61.88,123.08,61.88,39.54,61.88,61.88,16.13
YKL152C,365.29,365.29,365.29,178.85,365.29,365.29,365.29
YKL157W,380.21,380.21,380.21,380.21,252.46,380.21,380.21
YKL162C,3.18,3.18,3.18,3.18,3.18,3.18,3.18
YKL165C,5.00,5.00,5.00,5.00,5.00,5.00,5.00
YKL174C,186.30,186.30,186.30,203.63,126.56,186.30,186.30
YKL181W,4.11,4.11,3.04,4.11,4.11,4.17,4.11
YKL182W,2.76,2.76,2.76,2.76,2.76,2.76,2.76
YKL184W,9.69,8.80,9.69,9.69,9.69,9.69,13.70
YKL188C,37.73,37.73,37.73,37.73,37.73,37.73,37.73
YKL191W,15.58,17.23,17.23,6.31,17.23,17.23,17.23
YKL192C,7.57,7.57,7.57,7.57,7.57,7.57,7.57
YKL194C,7.31,7.31,7.31,7.31,7.31,1.25,7.31
YKL195W,6.90,0.96,6.90,6.90,6.90,6.90,6.90
YKL197C,5.37,5.37,5.37,5.37,5.51,5.37,5.37
YKL210W,615.51,615.51,615.51,615.51,1100.01,615.51,688.43
YKL211C,13.88,31.38,31.38,31.38,31.38,31.38,31.38
YKL212W,75.95,75.95,75.95,75.95,75.95,75.95,75.95
YKL215C,9.64,9.64,9.64,9.64,9.64,9.64,9.64
YKL216W,15.20,15.20,15.20,15.20,15.20,15.20,15.20
YKL217W,6.89,6.89,6.89,2.34,6.89,6.89,6.89
YKL218C,0.38,0.38,0.38,0.57,1.64,0.38,0.38
YKL219W,2.54,2.92,2.54,2.54,2.54,2.46,4.19
YKL220C,1.33,5.96,1.33,1.33,1.33,1.33,1.33
YKR002W,0.69,0.69,0.69,0.69,0.69,0.86,0.69
YKR005C,3.34,3.34,3.62,3.34,3.34,3.34,3.34
YKR007W,146.56,146.56,146.56,146.56,146.56,146.56,146.56
YKR009C,18.79,18.79,18.79,18.79,18.79,18.79,18.79
YKR014C,139.19,139.19,735.15,139.19,139.19,139.19,38.34
YKR017C,4.88,37.21,37.21,37.21,37.21,99.86,37.21
YKR019C,64.96,64.96,64.96,64.96,46.09,64.96,64.96
YKR024C,5.20,5.20,7.22,5.01,5.20,5.20,5.20
YKR029C,44.08,44.08,44.08,107.09,44.08,33.68,12.61
YKR031C,59.92,59.92,59.92,59.92,59.92,59.92,59.92
