reaction_uid,model_reaction_id,reaction_name,model_equation,rxndb_direct_match,rxndb_source,rxndb_id,ec_number,template_id,template_substrate,reactant_smile,product_smile,rxn_smiles_basic,rxn_smiles_final,similarity,rule,provenance_status,notes
MODEL_RXN:0004132,rxn1,rxn1,s_0794 + s_1065 + s_1212 + s_1275 --> s_0803 + s_1207 + sn_103,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1,1.3.1.14;1.3.3.2,MNXR97424,O=C1C[C@@H](C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1>>O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>O=C1CC(C(=O)[O-])NC(=O)N1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,1.0,[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[C@@H;D3;+0:4]1-[CH2;D2;+0:5]-[C;H0;D3;+0:6](=[O;D1;H0:7])-[NH;D2;+0:8]-[C;H0;D3;+0:9](=[O;D1;H0:10])-[NH;D2;+0:11]-1>>[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[c;H0;D3;+0:4]1:[cH;D2;+0:5]:[c;H0;D3;+0:6](=[O;D1;H0:7]):[nH;D2;+0:8]:[c;H0;D3;+0:9](=[O;D1;H0:10]):[nH;D2;+0:11]:1,rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004133,rxn10,rxn10,s_0794 + s_1203 + s_2894 --> s_1198 + s_2900,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn10,1.1.1.21,MNXR130061_reverse,OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,O=CC(O)CO,OCC(O)CO,O=CC(O)CO>>OCC(O)CO,O=CC(O)CO.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>OCC(O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.9047619048000001,[C:1]-[CH2;D2;+0:2]-[OH;D1;+0:3]>>[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004148,rxn1012,rxn1012,s_4278 + sn_225 --> s_1321 + sn_231,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1012,2.4.1.128,MNXR152078,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1|COc1cc2ccc(=O)oc2cc1O,COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)ccc1O,COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)ccc1O,COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1.[H+]>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2oc3cc([O-])cc(O)c3c(=O)c2O)ccc1O,0.9710144928000001|0.875,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:5].[OH;D1;+0:6]-[c:7]>>[#15:1]-[O-;H0;D1:2].[#8:3]-[C@H;D3;+0:4](-[C:5])-[O;H0;D2;+0:6]-[c:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004149,rxn1013,rxn1013,s_0286 + s_4278 --> s_3874 + sn_231,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1013,2.4.1.128,MNXR152078,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1|COc1cc2ccc(=O)oc2cc1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1.[H+]>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,0.9710144928000001|0.875,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:5].[OH;D1;+0:6]-[c:7]>>[#15:1]-[O-;H0;D1:2].[#8:3]-[C@H;D3;+0:4](-[C:5])-[O;H0;D2;+0:6]-[c:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004150,rxn1014,rxn1014,2 s_0794 + s_1212 + sn_40 --> s_0803 + s_1207 + sn_173,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1014,2.4.1.128,MNXR152078,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1|COc1cc2ccc(=O)oc2cc1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)ccc1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)ccc1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)ccc1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1.[H+]>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)ccc1O,0.9710144928000001|0.8181818182,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:5].[OH;D1;+0:6]-[c:7]>>[#15:1]-[O-;H0;D1:2].[#8:3]-[C@H;D3;+0:4](-[C:5])-[O;H0;D2;+0:6]-[c:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004151,rxn1015,rxn1015,sn_110 + sn_198 --> s_0547 + s_0561,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1015,2.4.1.128,MNXR152078,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1|COc1cc2ccc(=O)oc2cc1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(CO)C(O)C(O)C2O)cc(OC)c1O.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1.[H+]>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,0.9710144928000001|0.7941176471,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:5].[OH;D1;+0:6]-[c:7]>>[#15:1]-[O-;H0;D1:2].[#8:3]-[C@H;D3;+0:4](-[C:5])-[O;H0;D2;+0:6]-[c:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004152,rxn1016,rxn1016,s_0580 + sn_110 --> s_0547 + s_0961,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1016,2.4.1.128,MNXR152078,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1|COc1cc2ccc(=O)oc2cc1O,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1.[H+]>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,0.9710144928000001|0.7575757576000001,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:5].[OH;D1;+0:6]-[c:7]>>[#15:1]-[O-;H0;D1:2].[#8:3]-[C@H;D3;+0:4](-[C:5])-[O;H0;D2;+0:6]-[c:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004153,rxn1017,rxn1017,s_4117 + sn_110 --> s_0547 + s_3875,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1017,2.4.1.128,MNXR152078,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1|COc1cc2ccc(=O)oc2cc1O,O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1.OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1.OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,O=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c(=O)[nH]1.OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(O)C(O)C1O.[H+]>>O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1.Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,0.9710144928000001|0.7058823529,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:5].[OH;D1;+0:6]-[c:7]>>[#15:1]-[O-;H0;D1:2].[#8:3]-[C@H;D3;+0:4](-[C:5])-[O;H0;D2;+0:6]-[c:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004154,rxn1018,rxn1018,s_0689 + s_0803 --> s_0423 + s_0717 + 2 s_0794,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1018,2.4.1.128,MNXR152078,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1|COc1cc2ccc(=O)oc2cc1O,O=C([O-])C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1,O=C([O-])C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=C([O-])C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1>>O=C([O-])C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=C([O-])C1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.[H+]>>O=C([O-])C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.9705882353|0.7812500000000001,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:5].[OH;D1;+0:6]-[c:7]>>[#15:1]-[O-;H0;D1:2].[#8:3]-[C@H;D3;+0:4](-[C:5])-[O;H0;D2;+0:6]-[c:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004155,rxn1019,rxn1019,s_1203 + s_1275 + sn_371 --> s_0803 + s_1198 + s_1321,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1019,2.4.1.128,MNXR152078,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1|COc1cc2ccc(=O)oc2cc1O,O=C([O-])C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc([O-])cc(O)c3c2=O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1,O=C([O-])C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12,O=C([O-])C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc([O-])cc(O)c3c2=O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1>>O=C([O-])C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12,O=C([O-])C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc([O-])cc(O)c3c2=O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.[H+]>>O=C([O-])C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(O)c12,0.9705882353|0.7575757576000001,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:5].[OH;D1;+0:6]-[c:7]>>[#15:1]-[O-;H0;D1:2].[#8:3]-[C@H;D3;+0:4](-[C:5])-[O;H0;D2;+0:6]-[c:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004156,rxn102,rxn102,s_0548 + s_0764 --> s_0568 + s_0775,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn102,2.6.1.49,MNXR144362_reverse,O=C([O-])C(=O)Cc1ccc(O)c(O)c1|[NH3+][C@@H](Cc1ccccc1)C(=O)[O-],CC(=O)NC(Cc1ccc(O)cc1)C(=O)[O-].O=C([O-])Cc1ccccc1,O=C([O-])Cc1ccc(O)cc1.CC(=O)NC(Cc1ccccc1)C(=O)[O-],CC(=O)NC(Cc1ccc(O)cc1)C(=O)[O-].O=C([O-])Cc1ccccc1>>O=C([O-])Cc1ccc(O)cc1.CC(=O)NC(Cc1ccccc1)C(=O)[O-],CC(=O)NC(Cc1ccc(O)cc1)C(=O)[O-].O=C([O-])Cc1ccccc1>>O=C([O-])Cc1ccc(O)cc1.CC(=O)NC(Cc1ccccc1)C(=O)[O-],0.68|0.7083333333,[C:1]-[c;H0;D3;+0:2](:[cH;D2;+0:11]:[c:12]):[cH;D2;+0:13]:[c:14].[O;D1;H0:7]=[C:8]-[C:9]-[c;H0;D3;+0:10](:[cH;D2;+0:3]:[c:4]):[cH;D2;+0:5]:[c:6]>>[C:1]-[c;H0;D3;+0:2](:[cH;D2;+0:3]:[c:4]):[cH;D2;+0:5]:[c:6].[O;D1;H0:7]=[C:8]-[C:9]-[c;H0;D3;+0:10](:[cH;D2;+0:11]:[c:12]):[cH;D2;+0:13]:[c:14],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004157,rxn1020,rxn1020,s_0345 + s_0803 --> s_0141,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1020,2.4.1.128,MNXR152078,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1|COc1cc2ccc(=O)oc2cc1O,O=C([O-])C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1,O=C([O-])C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=C([O-])C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1>>O=C([O-])C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=C([O-])C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O.O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.[H+]>>O=C([O-])C1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.9705882353|0.7575757576000001,[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:4](-[#8:3])-[C:5].[OH;D1;+0:6]-[c:7]>>[#15:1]-[O-;H0;D1:2].[#8:3]-[C@H;D3;+0:4](-[C:5])-[O;H0;D2;+0:6]-[c:7],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
