model_reaction_id,reaction_name,formula_balanced,charge_balanced,issue_categories,remediation_action,missing_formula_metabolites,unparsable_formula_metabolites,element_imbalance,charge_imbalance
rxn1194,rxn1194,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn1195,rxn1195,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_235,,"{""C"": 6.0, ""H"": 13.0, ""O"": 8.0, ""P"": 1.0}",0.0
rxn1196,rxn1196,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_198,,"{""C"": -6.0, ""H"": -10.0, ""O"": -6.0}",2.0
rxn1197,rxn1197,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_198,,"{""C"": -6.0, ""H"": -10.0, ""O"": -6.0}",2.0
rxn1198,rxn1198,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_245|sn_95,,"{""H"": 1.0, ""O"": 3.0, ""P"": 1.0}",0.0
rxn1199,rxn1199,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn12,rxn12,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn120,rxn120,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1200,rxn1200,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn1201,rxn1201,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1202,rxn1202,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_1|sn_239,,"{""O"": -1.0}",0.0
rxn1203,rxn1203,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1204,rxn1204,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1205,rxn1205,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_272,,"{""C"": 49.0, ""H"": 92.0, ""O"": 6.0}",0.0
rxn1206,rxn1206,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_351,,"{""C"": 47.0, ""H"": 88.0, ""O"": 6.0}",0.0
rxn1207,rxn1207,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1208,rxn1208,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_231,,"{""C"": -9.0, ""H"": -10.0, ""O"": -3.0}",0.0
rxn1209,rxn1209,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_145|sn_394,,"{""H"": -1.0, ""O"": -1.0}",-1.0
rxn121,rxn121,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1210,rxn1210,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1211,rxn1211,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1212,rxn1212,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1213,rxn1213,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn1214,rxn1214,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_295,,"{""C"": -6.0, ""H"": -9.0, ""N"": -3.0, ""O"": -1.0}",0.0
rxn1215,rxn1215,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1216,rxn1216,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1217,rxn1217,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1218,rxn1218,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_244,,"{""C"": 11.0, ""H"": 13.0, ""N"": 1.0, ""O"": 4.0}",0.0
rxn1219,rxn1219,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn122,rxn122,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn1220,rxn1220,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_179,,"{""C"": 13.0, ""H"": 14.0, ""N"": 2.0, ""O"": 3.0}",0.0
rxn1221,rxn1221,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_52|sn_82,,"{""C"": -4.0, ""H"": -7.0, ""N"": -1.0, ""O"": -2.0}",0.0
rxn1222,rxn1222,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_121|sn_354,,"{""C"": -4.0, ""H"": -7.0, ""N"": -1.0, ""O"": -2.0}",0.0
rxn1223,rxn1223,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1224,rxn1224,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1225,rxn1225,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1226,rxn1226,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_378,,"{""C"": -8.0, ""H"": -10.0, ""O"": -2.0}",0.0
rxn1227,rxn1227,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1228,rxn1228,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1229,rxn1229,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225,,"{""C"": -8.0, ""H"": -7.0, ""O"": -3.0}",1.0
rxn123,rxn123,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1230,rxn1230,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_12|sn_27,,"{""O"": -1.0}",0.0
rxn1231,rxn1231,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_1|sn_239,,"{""O"": -1.0}",0.0
rxn1232,rxn1232,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_410,,"{""C"": -9.0, ""H"": -10.0, ""O"": -3.0}",0.0
rxn1233,rxn1233,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1234,rxn1234,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_206,,"{""C"": -9.0, ""H"": -10.0, ""O"": -4.0}",0.0
rxn1235,rxn1235,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1236,rxn1236,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1237,rxn1237,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1238,rxn1238,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_261,,"{""C"": 15.0, ""H"": 29.0, ""O"": 2.0}",-1.0
rxn1239,rxn1239,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn124,rxn124,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1240,rxn1240,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_28,,"{""C"": 12.0, ""H"": 21.0, ""O"": 14.0, ""P"": 1.0}",-2.0
rxn1241,rxn1241,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_28,,"{""C"": 12.0, ""H"": 21.0, ""O"": 14.0, ""P"": 1.0}",-2.0
rxn1242,rxn1242,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_110,,"{""C"": 5.0, ""H"": 9.0, ""O"": 5.0}",0.0
rxn1243,rxn1243,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1244,rxn1244,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1245,rxn1245,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1246,rxn1246,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1247,rxn1247,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_303,,"{""C"": 12.0, ""H"": 24.0, ""O"": 11.0}",2.0
rxn1248,rxn1248,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_28,,"{""C"": -12.0, ""H"": -21.0, ""O"": -14.0, ""P"": -1.0}",2.0
rxn1249,rxn1249,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn125,rxn125,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1250,rxn1250,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1251,rxn1251,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1252,rxn1252,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_303,,"{""C"": 12.0, ""H"": 24.0, ""O"": 11.0}",2.0
rxn1253,rxn1253,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_28,,"{""C"": -12.0, ""H"": -21.0, ""O"": -14.0, ""P"": -1.0}",2.0
rxn1254,rxn1254,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_65,,"{""C"": -9.0, ""H"": -23.0, ""N"": -3.0, ""O"": -1.0}",-2.0
rxn1255,rxn1255,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1256,rxn1256,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1257,rxn1257,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1258,rxn1258,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1259,rxn1259,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn126,rxn126,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn1260,rxn1260,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1261,rxn1261,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1262,rxn1262,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1263,rxn1263,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1264,rxn1264,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1265,rxn1265,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1266,rxn1266,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1267,rxn1267,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_254,,"{""C"": 5.0, ""H"": 8.0, ""N"": 1.0, ""O"": 3.0}",-1.0
rxn1268,rxn1268,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_85,,"{""C"": 8.0, ""H"": 16.0, ""N"": 2.0, ""O"": 3.0}",0.0
rxn1269,rxn1269,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_14,,"{""C"": 5.0, ""H"": 8.0, ""N"": 1.0, ""O"": 4.0}",-1.0
rxn127,rxn127,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1270,rxn1270,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_202,,"{""C"": 7.0, ""H"": 12.0, ""N"": 1.0, ""O"": 3.0}",-1.0
rxn1271,rxn1271,False,False,,requires_manual_balance_review,,,"{""H"": -1.0}",-1.0
rxn1272,rxn1272,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_212,,"{""C"": 8.0, ""H"": 14.0, ""N"": 1.0, ""O"": 3.0}",-1.0
rxn1273,rxn1273,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_85,,"{""C"": -8.0, ""H"": -16.0, ""N"": -2.0, ""O"": -3.0}",0.0
rxn1274,rxn1274,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_254|sn_85,,"{""C"": -3.0, ""H"": -8.0, ""N"": -1.0}",-1.0
rxn1275,rxn1275,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_14|sn_85,,"{""C"": -3.0, ""H"": -8.0, ""N"": -1.0, ""O"": 1.0}",-1.0
rxn1276,rxn1276,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_202|sn_85,,"{""C"": -1.0, ""H"": -4.0, ""N"": -1.0}",-1.0
rxn1277,rxn1277,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_85,,"{""C"": -8.0, ""H"": -17.0, ""N"": -2.0, ""O"": -3.0}",-1.0
rxn1278,rxn1278,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_212|sn_85,,"{""H"": -2.0, ""N"": -1.0}",-1.0
rxn1279,rxn1279,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn128,rxn128,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1280,rxn1280,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1281,rxn1281,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1282,rxn1282,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_101|sn_183,,"{""H"": -2.0, ""O"": -1.0}",0.0
rxn1283,rxn1283,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_370,,"{""C"": 10.0, ""H"": 18.0, ""O"": 2.0}",0.0
rxn1284,rxn1284,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_76,,"{""C"": 8.0, ""H"": 14.0, ""O"": 2.0}",0.0
rxn1285,rxn1285,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn1286,rxn1286,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1287,rxn1287,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1288,rxn1288,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1289,rxn1289,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn129,rxn129,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1290,rxn1290,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1291,rxn1291,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1292,rxn1292,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1293,rxn1293,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1294,rxn1294,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1295,rxn1295,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1296,rxn1296,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1297,rxn1297,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1298,rxn1298,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1299,rxn1299,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn13,rxn13,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn130,rxn130,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1300,rxn1300,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn1301,rxn1301,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1302,rxn1302,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1303,rxn1303,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1304,rxn1304,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1305,rxn1305,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1306,rxn1306,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_366|sn_411,,"{""C"": -4.0, ""H"": -6.0, ""O"": -1.0}",0.0
rxn1307,rxn1307,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_298,,"{""C"": -9.0, ""H"": -18.0, ""O"": -2.0}",0.0
rxn1308,rxn1308,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_355,,"{""C"": -13.0, ""H"": -18.0, ""O"": -2.0}",0.0
rxn1309,rxn1309,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_174,,"{""C"": -11.0, ""H"": -13.0, ""N"": -1.0, ""O"": -6.0}",0.0
rxn131,rxn131,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1310,rxn1310,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_79,,"{""C"": 7.0, ""H"": 8.0, ""O"": 7.0}",0.0
rxn1311,rxn1311,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1312,rxn1312,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1313,rxn1313,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_125|sn_28,,"{""C"": -6.0, ""H"": -11.0, ""O"": -2.0, ""P"": 1.0}",-2.0
rxn1314,rxn1314,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_130,,"{""C"": 41.0, ""H"": 80.0, ""N"": 1.0, ""O"": 8.0, ""P"": 1.0}",0.0
rxn1315,rxn1315,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_288,,"{""C"": 41.0, ""H"": 80.0, ""N"": 1.0, ""O"": 8.0, ""P"": 1.0}",0.0
rxn1316,rxn1316,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_188,,"{""C"": 23.0, ""H"": 46.0, ""N"": 1.0, ""O"": 7.0, ""P"": 1.0}",0.0
rxn1317,rxn1317,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_132,,"{""C"": 21.0, ""H"": 42.0, ""N"": 1.0, ""O"": 7.0, ""P"": 1.0}",0.0
rxn1318,rxn1318,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_66,,"{""C"": 23.0, ""H"": 48.0, ""N"": 1.0, ""O"": 7.0, ""P"": 1.0}",0.0
rxn1319,rxn1319,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225,,"{""C"": 8.0, ""H"": 7.0, ""O"": 3.0}",-1.0
rxn132,rxn132,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn1320,rxn1320,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_198|sn_245,,"{""H"": -3.0, ""O"": 1.0}",-1.0
rxn1321,rxn1321,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1322,rxn1322,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1323,rxn1323,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_95,,"{""C"": 6.0, ""H"": 8.0, ""O"": 10.0, ""P"": 1.0}",-3.0
rxn1324,rxn1324,False,False,,requires_manual_balance_review,,,"{""H"": -2.0}",-2.0
rxn1325,rxn1325,True,False,,requires_manual_balance_review,,,{},-2.0
rxn1326,rxn1326,True,False,,requires_manual_balance_review,,,{},-2.0
rxn1327,rxn1327,True,False,,requires_manual_balance_review,,,{},-2.0
rxn1328,rxn1328,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_127,,"{""C"": 20.0, ""H"": 40.0, ""O"": 2.0}",0.0
rxn1329,rxn1329,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_134,,"{""C"": 21.0, ""H"": 42.0, ""O"": 2.0}",0.0
rxn133,rxn133,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1330,rxn1330,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_220,,"{""C"": 18.0, ""H"": 36.0, ""O"": 2.0}",0.0
rxn1331,rxn1331,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_382,,"{""C"": 16.0, ""H"": 32.0, ""O"": 2.0}",0.0
rxn1332,rxn1332,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_261,,"{""C"": 15.0, ""H"": 30.0, ""O"": 2.0}",0.0
rxn1333,rxn1333,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_329,,"{""C"": 14.0, ""H"": 28.0, ""O"": 2.0}",0.0
rxn1334,rxn1334,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_357,,"{""C"": 13.0, ""H"": 26.0, ""O"": 2.0}",0.0
rxn1335,rxn1335,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_417,,"{""C"": 14.0, ""H"": 28.0, ""O"": 3.0}",0.0
rxn1336,rxn1336,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_158,,"{""C"": 14.0, ""H"": 28.0, ""O"": 2.0}",0.0
rxn1337,rxn1337,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_135,,"{""C"": 13.0, ""H"": 26.0, ""O"": 2.0}",0.0
rxn1338,rxn1338,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_113,,"{""C"": 15.0, ""H"": 30.0, ""O"": 2.0}",0.0
rxn1339,rxn1339,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_105,,"{""C"": 11.0, ""H"": 22.0, ""O"": 2.0}",0.0
rxn134,rxn134,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1340,rxn1340,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_233,,"{""C"": 13.0, ""H"": 26.0, ""O"": 2.0}",0.0
rxn1341,rxn1341,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_372,,"{""C"": 11.0, ""H"": 22.0, ""O"": 2.0}",0.0
rxn1342,rxn1342,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_156|sn_366,,"{""C"": 8.0, ""H"": 14.0, ""O"": 1.0}",0.0
rxn1343,rxn1343,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_380,,"{""C"": 13.0, ""H"": 26.0, ""O"": 2.0}",0.0
rxn1344,rxn1344,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_215,,"{""C"": 16.0, ""H"": 24.0, ""O"": 2.0}",0.0
rxn1345,rxn1345,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_398,,"{""C"": 9.0, ""H"": 18.0, ""O"": 2.0}",0.0
rxn1346,rxn1346,False,False,,requires_manual_balance_review,,,"{""H"": 4.0}",4.0
rxn1347,rxn1347,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_316,,"{""C"": 11.0, ""H"": 26.0, ""O"": 2.0}",4.0
rxn1348,rxn1348,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_10,,"{""C"": 10.0, ""H"": 24.0, ""O"": 2.0}",4.0
rxn1349,rxn1349,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_320,,"{""C"": 9.0, ""H"": 22.0, ""O"": 2.0}",4.0
rxn135,rxn135,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1350,rxn1350,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_300,,"{""C"": 11.0, ""H"": 26.0, ""O"": 2.0}",4.0
rxn1351,rxn1351,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_406,,"{""C"": 12.0, ""H"": 28.0, ""O"": 2.0}",4.0
rxn1352,rxn1352,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_205,,"{""C"": 14.0, ""H"": 24.0, ""O"": 2.0}",4.0
rxn1353,rxn1353,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_88,,"{""C"": 7.0, ""H"": 18.0, ""O"": 2.0}",4.0
rxn1354,rxn1354,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1355,rxn1355,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1356,rxn1356,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1357,rxn1357,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_244,,"{""C"": -11.0, ""H"": -13.0, ""N"": -1.0, ""O"": -4.0}",0.0
rxn1358,rxn1358,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1359,rxn1359,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225,,"{""C"": -8.0, ""H"": -7.0, ""O"": -3.0}",1.0
rxn136,rxn136,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1360,rxn1360,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1361,rxn1361,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_313,,"{""C"": -6.0, ""H"": -11.0, ""N"": -1.0, ""O"": -2.0}",0.0
rxn1362,rxn1362,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1363,rxn1363,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_284,,"{""C"": 8.0, ""H"": 14.0, ""O"": 2.0}",0.0
rxn1364,rxn1364,False,False,,requires_manual_balance_review,,,"{""Fe"": 1.0, ""H"": 1.0, ""S"": -1.0}",1.0
rxn1365,rxn1365,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1366,rxn1366,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn1367,rxn1367,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_90,,"{""C"": -6.0, ""H"": -10.0, ""O"": -3.0}",0.0
rxn1368,rxn1368,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_73,,"{""C"": 6.0, ""H"": 9.0, ""O"": 7.0}",-1.0
rxn1369,rxn1369,True,True,,training_ready_mass_charge_balanced,,,{},0.0
