candidate_reaction_id,reaction_name,entry,orf,gene_names,protein_names,ec_number,substrate_name,substrate_smiles_source,pu_reference_likeness_score,external_evidence_tier,local_validation_verdict,local_model_support,local_validation_reason,best_candidate_fba_flux,unikp_log10_kcat,unikp_pred_kcat,unikp_log10_Km,unikp_pred_Km,unikp_log10_kcat_Km,unikp_pred_kcat_Km,organism,candidate_origin,enzyme_family_sanity_class,enzyme_family_sanity_reason,enzyme_family_sanity_score,engineering_priority_score,external_sequence_source,external_panel_note,p450_system_type,redox_partner_requirement,redox_partner_score,localization_expectation,expression_risk,expression_risk_score,system_rationale,substrate_fit_score,substrate_fit_rationale,host_context_class,host_context_score,host_context_rationale,p450_engineering_feasibility_score,recommended_p450_action
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P25334,YCR069W,CPR4 CYP4 SCC3 YCR069W YCR69W/YCR70W,Peptidyl-prolyl cis-trans isomerase CPR4 (PPIase CPR4) (EC 5.2.1.8) (Rotamase),5.2.1.8,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.32771162610399146,2.1267264191393886,-0.8515257160057088,0.1407583878220224,1.1558399071833398,14.316600529629492,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,5.044931046827046,,,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,3,native_localization_if_endogenous,medium,3,Endogenous CYP/P450-related hit lowers expression risk but does not establish fatty-acid omega-hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.15584,low_expression_risk_but_activity_validation_required
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P16603,YHR042W,NCP1 CPR1 NCPR1 PRD1 YHR042W,NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4),1.6.2.4,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.7550894678759896,5.689701308273338,-1.1698564314896327,0.06763065109770706,1.021946482489329,10.518322499976618,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.911037622133036,,,endogenous_or_yeast_cyp_keyword_hit,native_yeast_redox_context_possible_but_terminal_activity_unvalidated,3,native_localization_if_endogenous,medium,3,Endogenous CYP/P450-related hit lowers expression risk but does not establish fatty-acid omega-hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",14.021946,low_expression_risk_but_activity_validation_required
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P38866,YHR176W,FMO1 YHR176W,Thiol-specific monooxygenase (EC 1.14.13.-) (Flavin-dependent monooxygenase),1.14.13.-,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.7014183412723868,5.028267123811036,-0.8441049037096221,0.143184199646843,0.9909008048622324,9.79266290305636,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.879991944505939,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",13.990901,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P47120,YJR070C,LIA1 MMD1 YJR070C J1814,Deoxyhypusine hydroxylase (DOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase) (Ligand of eIF5A protein 1),1.14.99.29,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.9478107794739333,8.867695655832193,-1.007437115045711,0.09830212021583548,0.9555597416552236,9.027338792236,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.84465088129893,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",13.95556,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P38169,YBL098W,BNA4 YBL098W YBL0828,Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase),1.14.13.9,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.31015760488413024,2.0424790230871976,-1.244742658955411,0.05691901043368227,0.9500235336173168,8.912992346875276,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.839114673261024,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",13.950024,secondary_priority_screen
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P40032,YER049W,TPA1 YER049W,"Prolyl 3,4-dihydroxylase TPA1 (EC 1.14.11.-) (Termination and polyadenylation protein 1) (uS12 prolyl 3,4-dihydroxylase)",1.14.11.-,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.24331116494099408,1.7511008745983738,-1.0164003133638981,0.09629410181640634,0.7260974941162891,5.322277248599519,Saccharomyces cerevisiae,endogenous_s_cerevisiae,plausible_oxygenase,oxygenase/hydroxylase family support,3,8.615188633759995,,,non_p450_oxygenase_or_hydroxylase,enzyme_specific_redox_requirement_unknown,2,enzyme_specific_or_unknown,medium_high,2,Oxygenase family hit but not a clear fatty-acid omega-hydroxylating P450 system.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",13.726097,secondary_priority_screen
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P47103,YJR032W,CPR7 YJR032W J1585,Peptidyl-prolyl cis-trans isomerase CYP7 (PPIase CYP7) (EC 5.2.1.8) (Rotamase CYP7),5.2.1.8,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.5415486477890243,3.479754841743934,-1.5385218623430632,0.028938641365519012,1.7352590078425476,54.35744158826698,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,5.072903332847222,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.735259,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P53728,YNR028W,CPR8 YNR028W N3255,Peptidyl-prolyl cis-trans isomerase CYP8 (PPIase CYP8) (EC 5.2.1.8) (Rotamase CYP8),5.2.1.8,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.20447106698468404,1.6012939654182068,-1.371243995046588,0.04253593708624951,1.7343930957961178,54.24916972916511,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,5.072037420800792,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.734393,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,Q02770,YPL064C,CWC27 CYP7 YPL064C,Peptidyl-prolyl isomerase CWC27 (PPIase CWC27) (EC 5.2.1.8) (Complexed with CEF1 protein 27) (Rotamase CWC27),5.2.1.8,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.9191722292118963,8.30179928701934,-1.332925852983916,0.046459458859963984,1.7160541394758493,52.00608236650735,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,5.053698464480524,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.716054,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P0CE41,YLR256W,HAP1 CYP1 YLR256W L9672.1,Heme-responsive zinc finger transcription factor HAP1 (CYP1 activatory protein) (Heme activator protein 1),,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,-0.2813931949527748,0.5231266016909726,-1.5419701150007108,0.02870978135139298,1.6937172535580527,49.398897186738026,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,5.031361578562727,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.693717,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P23285,YHR057C,CPR2 CRG CYP2 SCC2 YHR057C,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Cyclophilin-related protein) (Rotamase B),5.2.1.8,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.8173952143657889,6.5674263991346296,-1.512719079474658,0.030710078072393555,1.6475992131411632,44.42211306262935,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.985243538145838,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.647599,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P25719,YML078W,CPR3 CYP3 YML078W,"Peptidyl-prolyl cis-trans isomerase C, mitochondrial (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (PPI-III) (Rotamase C)",5.2.1.8,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.8132850925923614,6.505566080576777,-1.400703999784612,0.039746235387433666,1.5401082032547857,34.68232497310952,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.87775252825946,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.540108,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P35176,YDR304C,CPR5 CYP5 CYPD YDR304C D9740.14,Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (Cyclophilin D) (Cyclosporin-sensitive proline rotamase 5) (Rotamase D),5.2.1.8,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.9995570617441429,9.989806168992645,-1.4401502112413553,0.03629524971658427,1.504015995932316,31.916554079728787,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.841660320936991,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.504016,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P53728,YNR028W,CPR8 YNR028W N3255,Peptidyl-prolyl cis-trans isomerase CYP8 (PPIase CYP8) (EC 5.2.1.8) (Rotamase CYP8),5.2.1.8,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.31007142662785975,2.042073768529819,-1.1101874575710107,0.07759121319464468,1.1736741517602312,14.916747960078057,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,5.062765291403938,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.173674,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P14832,YDR155C,CPR1 CPH1 CYP1 SCC1 YDR155C YD8358.10C,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (CPH) (Cyclosporin A-binding protein) (PPI-II) (Rotamase),5.2.1.8,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.7457473321715556,5.568616785740488,-1.382261762946198,0.04147040121375126,1.1615953129381844,14.507591318915326,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.499239637942859,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.161595,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P35176,YDR304C,CPR5 CYP5 CYPD YDR304C D9740.14,Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (Cyclophilin D) (Cyclosporin-sensitive proline rotamase 5) (Rotamase D),5.2.1.8,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.900654659599931,7.955265155234054,-0.94447944627104,0.1136372077146341,1.1203332948412337,13.19268809457904,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,5.009424434484941,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.120333,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P14832,YDR155C,CPR1 CPH1 CYP1 SCC1 YDR155C YD8358.10C,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (CPH) (Cyclosporin A-binding protein) (PPI-II) (Rotamase),5.2.1.8,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.9108000278149556,8.143292373640197,-1.0700343412121514,0.08510707383457967,1.067117581754592,11.671255641930061,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.956208721398299,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.067118,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P23285,YHR057C,CPR2 CRG CYP2 SCC2 YHR057C,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Cyclophilin-related protein) (Rotamase B),5.2.1.8,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.9969105519097299,9.929115254756935,-0.8851025064462934,0.1302859228535347,1.0318339666137717,10.760537531767106,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.920925106257479,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",8.031834,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P0CE41,YLR256W,HAP1 CYP1 YLR256W L9672.1,Heme-responsive zinc finger transcription factor HAP1 (CYP1 activatory protein) (Heme activator protein 1),,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.2896951151234143,1.9484762436426164,-1.1092597297639988,0.07775713854816162,0.9835654816228567,9.628651799606953,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.872656621266564,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",7.983565,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_COA_OMEGA_HYDROXYLASE_P,candidate trans-dec-2-enoyl-CoA omega-hydroxylase,P00045,YEL039C,CYC7 CYP3 YEL039C,Cytochrome c isoform 2 (Iso-2-cytochrome c) (Cytochrome c hypoxic isoform),,trans-dec-2-enoyl-CoA,PubChem CID 24883423 isomeric SMILES,0.8349201271803747,D_enzyme_family_only,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.3027241978242993,0.8419262141913545,6.949062443061541,-1.4978052259551922,0.0317829916678585,0.9445864353375413,8.802102778594003,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.282230760342215,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",7.944586,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,Q02770,YPL064C,CWC27 CYP7 YPL064C,Peptidyl-prolyl isomerase CWC27 (PPIase CWC27) (EC 5.2.1.8) (Complexed with CEF1 protein 27) (Rotamase CWC27),5.2.1.8,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.5366583023945082,3.4407910698889723,-0.7264392759333428,0.1877416904831136,0.9318767957409242,8.548241748750005,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.820967935384631,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",7.931877,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P47103,YJR032W,CPR7 YJR032W J1585,Peptidyl-prolyl cis-trans isomerase CYP7 (PPIase CYP7) (EC 5.2.1.8) (Rotamase CYP7),5.2.1.8,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.7176325690425764,5.21954407290416,-1.0036756887972995,0.09915721290838904,0.9016022007379909,7.972640854015517,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.790693340381698,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",7.901602,deprioritize_or_keep_as_background_evidence
CAND_T2DEC_OMEGA_HYDROXYLASE_P,candidate trans-2-decenoate omega-hydroxylase,P25719,YML078W,CPR3 CYP3 YML078W,"Peptidyl-prolyl cis-trans isomerase C, mitochondrial (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (PPI-III) (Rotamase C)",5.2.1.8,trans-2-decenoic acid,PubChem CID 5282724 isomeric SMILES,0.8863669418194068,B_exact_compound_context_no_enzyme_specificity,enzyme_class_support_only,no native exact enzyme found,"Yeast UniProt contains oxygenase/hydroxylase/P450-class entries, but no exact omega-hydroxylation record for this substrate was found.",0.30272419782429993,0.9642184928034713,9.209127648484202,-0.8950541251457648,0.1273344377077888,0.837188403486593,6.873665653114992,Saccharomyces cerevisiae,endogenous_s_cerevisiae,weak_name_or_cofactor_hit,name/cofactor hit is not a terminal hydroxylase family,1,4.7262795431303,,,weak_or_non_hydroxylase_hit,not_prioritized,0,not_prioritized,high,0,Not a convincing P450/oxygenase system for terminal 10H2DA hydroxylation.,1,substrate class support is weak,native_yeast,5,"native S. cerevisiae sequence, but activity may not match terminal hydroxylation",7.837188,deprioritize_or_keep_as_background_evidence
