model_reaction_id,reaction_name,model_equation,negative_sample_role,reason,gpr,orfs,enzyme_ec_numbers
r_3058,"PS phospholipase B (1-16:0, 2-16:1), cell envelope",s_3449 + s_3478 --> s_0793 + s_3451 + s_3479,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3059,"PS phospholipase B (1-16:1, 2-16:1), cell envelope",s_3449 + s_3480 --> s_0793 + s_3451 + s_3481,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3060,"PS phospholipase B (1-18:0, 2-16:1), cell envelope",s_3449 + s_3482 --> s_0793 + s_3451 + s_3483,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3061,"PS phospholipase B (1-18:1, 2-16:1), cell envelope",s_3449 + s_3484 --> s_0793 + s_3451 + s_3485,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3062,"PS phospholipase B (1-16:0, 2-18:1), cell envelope",s_3449 + s_3486 --> s_0793 + s_3459 + s_3479,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3063,"PS phospholipase B (1-16:1, 2-18:1), cell envelope",s_3449 + s_3487 --> s_0793 + s_3459 + s_3481,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3064,"PS phospholipase B (1-18:0, 2-18:1), cell envelope",s_3449 + s_3488 --> s_0793 + s_3459 + s_3483,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3065,"PS phospholipase B (1-18:1, 2-18:1), cell envelope",s_3449 + s_3489 --> s_0793 + s_3459 + s_3485,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3066,"LPS phospholipase B (16:0), cell envelope",s_3449 + s_3479 --> s_0793 + s_3463 + s_3490,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3067,"LPS phospholipase B (16:1), cell envelope",s_3449 + s_3481 --> s_0793 + s_3451 + s_3490,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3068,"LPS phospholipase B (18:0), cell envelope",s_3449 + s_3483 --> s_0793 + s_3464 + s_3490,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3069,"LPS phospholipase B (18:1), cell envelope",s_3449 + s_3485 --> s_0793 + s_3459 + s_3490,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YMR006C or YOL011W,YMR006C|YOL011W,3.1.1.5
r_3070,"PI phospholipase B (1-16:0, 2-16:1), cell envelope",s_3323 + s_3449 --> s_0793 + s_3451 + s_3491,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3071,"PI phospholipase B (1-16:1, 2-16:1), cell envelope",s_3326 + s_3449 --> s_0793 + s_3451 + s_3492,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3072,"PI phospholipase B (1-18:0, 2-16:1), cell envelope",s_3328 + s_3449 --> s_0793 + s_3451 + s_3493,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3073,"PI phospholipase B (1-18:1, 2-16:1), cell envelope",s_3330 + s_3449 --> s_0793 + s_3451 + s_3494,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3074,"PI phospholipase B (1-16:0, 2-18:1), cell envelope",s_3332 + s_3449 --> s_0793 + s_3459 + s_3491,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3075,"PI phospholipase B (1-16:1, 2-18:1), cell envelope",s_3334 + s_3449 --> s_0793 + s_3459 + s_3492,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3076,"PI phospholipase B (1-18:0, 2-18:1), cell envelope",s_3336 + s_3449 --> s_0793 + s_3459 + s_3493,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3077,"PI phospholipase B (1-18:1, 2-18:1), cell envelope",s_3338 + s_3449 --> s_0793 + s_3459 + s_3494,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3078,"LPI phospholipase B (16:0), cell envelope",s_3449 + s_3491 --> 2 s_0793 + s_3463 + s_3495,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3079,"LPI phospholipase B (16:1), cell envelope",s_3449 + s_3492 --> 2 s_0793 + s_3451 + s_3495,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3080,"LPI phospholipase B (18:0), cell envelope",s_3449 + s_3493 --> 2 s_0793 + s_3464 + s_3495,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3081,"LPI phospholipase B (18:1), cell envelope",s_3449 + s_3494 --> 2 s_0793 + s_3459 + s_3495,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YOL011W,YOL011W,3.1.1.5
r_3082,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), cytoplasm",s_0803 + s_3496 --> 6 s_0794 + s_3497 + s_3498,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3083,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), cytoplasm",s_0803 + s_3499 --> 6 s_0794 + s_3498 + s_3500,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3084,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), cytoplasm",s_0803 + s_3501 --> 6 s_0794 + s_3498 + s_3502,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3085,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), cytoplasm",s_0803 + s_3503 --> 6 s_0794 + s_3498 + s_3504,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3086,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), cytoplasm",s_0803 + s_3505 --> 6 s_0794 + s_3498 + s_3506,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3087,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), cytoplasm",s_0803 + s_3507 --> 6 s_0794 + s_3498 + s_3508,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3088,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), cytoplasm",s_0803 + s_3509 --> 6 s_0794 + s_3498 + s_3510,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3089,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), cytoplasm",s_0803 + s_3511 --> 6 s_0794 + s_3498 + s_3512,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3090,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), nucleus",s_0808 + s_3400 --> s_0125 + 6 s_0800 + s_3513,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3091,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), nucleus",s_0808 + s_3401 --> s_0125 + 6 s_0800 + s_3514,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3092,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), nucleus",s_0808 + s_3402 --> s_0125 + 6 s_0800 + s_3515,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3093,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), nucleus",s_0808 + s_3403 --> s_0125 + 6 s_0800 + s_3516,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3094,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), nucleus",s_0808 + s_3404 --> s_0125 + 6 s_0800 + s_3517,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3095,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), nucleus",s_0808 + s_3405 --> s_0125 + 6 s_0800 + s_3518,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3096,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), nucleus",s_0808 + s_3406 --> s_0125 + 6 s_0800 + s_3519,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3097,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), nucleus",s_0808 + s_3407 --> s_0125 + 6 s_0800 + s_3520,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL268W,YPL268W,3.1.4.11
r_3098,"PG phospholipase C (1-16:0, 2-16:1), mitochondrial membrane",s_3226 + s_3227 --> 2 s_3094 + s_3218 + s_3521,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL206C,YPL206C,3.1.4.-
r_3099,"PG phospholipase C (1-16:1, 2-16:1), mitochondrial membrane",s_3226 + s_3229 --> 2 s_3094 + s_3218 + s_3522,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL206C,YPL206C,3.1.4.-
r_3100,"PG phospholipase C (1-18:0, 2-16:1), mitochondrial membrane",s_3226 + s_3230 --> 2 s_3094 + s_3218 + s_3523,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL206C,YPL206C,3.1.4.-
r_3101,"PG phospholipase C (1-18:1, 2-16:1), mitochondrial membrane",s_3226 + s_3231 --> 2 s_3094 + s_3218 + s_3524,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL206C,YPL206C,3.1.4.-
r_3102,"PG phospholipase C (1-16:0, 2-18:1), mitochondrial membrane",s_3226 + s_3232 --> 2 s_3094 + s_3218 + s_3525,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL206C,YPL206C,3.1.4.-
r_3103,"PG phospholipase C (1-16:1, 2-18:1), mitochondrial membrane",s_3226 + s_3233 --> 2 s_3094 + s_3218 + s_3526,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YPL206C,YPL206C,3.1.4.-
r_3104,"PC phospholipase D (1-16:0, 2-16:1), cell envelope",s_0793 + s_3448 + s_3449 --> s_0511 + s_3527,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR031C,YKR031C,3.1.4.4
r_3105,"PC phospholipase D (1-16:1, 2-16:1), cell envelope",s_0793 + s_3449 + s_3452 --> s_0511 + s_3528,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR031C,YKR031C,3.1.4.4
r_3106,"PC phospholipase D (1-18:0, 2-16:1), cell envelope",s_0793 + s_3449 + s_3454 --> s_0511 + s_3529,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR031C,YKR031C,3.1.4.4
r_3107,"PC phospholipase D (1-18:1, 2-16:1), cell envelope",s_0793 + s_3449 + s_3456 --> s_0511 + s_3530,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR031C,YKR031C,3.1.4.4
r_3108,"PC phospholipase D (1-16:0, 2-18:1), cell envelope",s_0793 + s_3449 + s_3458 --> s_0511 + s_3531,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR031C,YKR031C,3.1.4.4
r_3109,"PC phospholipase D (1-16:1, 2-18:1), cell envelope",s_0793 + s_3449 + s_3460 --> s_0511 + s_3532,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR031C,YKR031C,3.1.4.4
r_3110,"PC phospholipase D (1-18:0, 2-18:1), cell envelope",s_0793 + s_3449 + s_3461 --> s_0511 + s_3533,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR031C,YKR031C,3.1.4.4
r_3111,"PC phospholipase D (1-18:1, 2-18:1), cell envelope",s_0793 + s_3449 + s_3462 --> s_0511 + s_3534,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKR031C,YKR031C,3.1.4.4
r_3112,"PI 3-P phosphatase (1-16:0, 2-16:1), cell envelope",s_3449 + s_3535 --> 2 s_0793 + s_3323 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3113,"PI 3-P phosphatase (1-16:1, 2-16:1), cell envelope",s_3449 + s_3537 --> 2 s_0793 + s_3326 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3114,"PI 3-P phosphatase (1-18:0, 2-16:1), cell envelope",s_3449 + s_3538 --> 2 s_0793 + s_3328 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3115,"PI 3-P phosphatase (1-18:1, 2-16:1), cell envelope",s_3449 + s_3539 --> 2 s_0793 + s_3330 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3116,"PI 3-P phosphatase (1-16:0, 2-18:1), cell envelope",s_3449 + s_3540 --> 2 s_0793 + s_3332 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3117,"PI 3-P phosphatase (1-16:1, 2-18:1), cell envelope",s_3449 + s_3541 --> 2 s_0793 + s_3334 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3118,"PI 3-P phosphatase (1-18:0, 2-18:1), cell envelope",s_3449 + s_3542 --> 2 s_0793 + s_3336 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3119,"PI 3-P phosphatase (1-18:1, 2-18:1), cell envelope",s_3449 + s_3543 --> 2 s_0793 + s_3338 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3120,"PI 3-P phosphatase (1-16:0, 2-16:1), cytoplasm",s_0803 + s_3544 --> 2 s_0794 + s_1322 + s_3545,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJR110W or YNL106C or YOR109W,YJR110W|YNL106C|YOR109W,3.1.3.-|3.1.3.36|3.1.3.64
r_3122,"PI 3-P phosphatase (1-18:0, 2-16:1), cytoplasm",s_0803 + s_3548 --> 2 s_0794 + s_1322 + s_3549,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJR110W or YNL106C or YOR109W,YJR110W|YNL106C|YOR109W,3.1.3.-|3.1.3.36|3.1.3.64
r_3123,"PI 3-P phosphatase (1-18:1, 2-16:1), cytoplasm",s_0803 + s_3550 --> 2 s_0794 + s_1322 + s_3551,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJR110W or YNL106C or YOR109W,YJR110W|YNL106C|YOR109W,3.1.3.-|3.1.3.36|3.1.3.64
r_3124,"PI 3-P phosphatase (1-16:0, 2-18:1), cytoplasm",s_0803 + s_3552 --> 2 s_0794 + s_1322 + s_3553,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJR110W or YNL106C or YOR109W,YJR110W|YNL106C|YOR109W,3.1.3.-|3.1.3.36|3.1.3.64
r_3125,"PI 3-P phosphatase (1-16:1, 2-18:1), cytoplasm",s_0803 + s_3554 --> 2 s_0794 + s_1322 + s_3555,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJR110W or YNL106C or YOR109W,YJR110W|YNL106C|YOR109W,3.1.3.-|3.1.3.36|3.1.3.64
r_3126,"PI 3-P phosphatase (1-18:0, 2-18:1), cytoplasm",s_0803 + s_3556 --> 2 s_0794 + s_1322 + s_3557,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJR110W or YNL106C or YOR109W,YJR110W|YNL106C|YOR109W,3.1.3.-|3.1.3.36|3.1.3.64
r_3127,"PI 3-P phosphatase (1-18:1, 2-18:1), cytoplasm",s_0803 + s_3558 --> 2 s_0794 + s_1322 + s_3559,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YJR110W or YNL106C or YOR109W,YJR110W|YNL106C|YOR109W,3.1.3.-|3.1.3.36|3.1.3.64
r_3128,"PI 3-P phosphatase (1-16:0, 2-16:1), ER membrane",s_2808 + s_3560 --> 2 s_2783 + s_2966 + s_3118,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3129,"PI 3-P phosphatase (1-16:1, 2-16:1), ER membrane",s_2808 + s_3561 --> 2 s_2783 + s_2966 + s_3119,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3130,"PI 3-P phosphatase (1-18:0, 2-16:1), ER membrane",s_2808 + s_3562 --> 2 s_2783 + s_2966 + s_3120,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3131,"PI 3-P phosphatase (1-18:1, 2-16:1), ER membrane",s_2808 + s_3563 --> 2 s_2783 + s_2966 + s_3121,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3132,"PI 3-P phosphatase (1-16:0, 2-18:1), ER membrane",s_2808 + s_3564 --> 2 s_2783 + s_2966 + s_3122,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3133,"PI 3-P phosphatase (1-16:1, 2-18:1), ER membrane",s_2808 + s_3565 --> 2 s_2783 + s_2966 + s_3123,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3134,"PI 3-P phosphatase (1-18:0, 2-18:1), ER membrane",s_2808 + s_3566 --> 2 s_2783 + s_2966 + s_3124,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3135,"PI 3-P phosphatase (1-18:1, 2-18:1), ER membrane",s_2808 + s_3567 --> 2 s_2783 + s_2966 + s_3125,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3136,"PI 3-P phosphatase (1-16:0, 2-16:1), Golgi membrane",s_2994 + s_3568 --> s_2995 + 2 s_3146 + s_3358,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3137,"PI 3-P phosphatase (1-16:1, 2-16:1), Golgi membrane",s_2994 + s_3569 --> s_2995 + 2 s_3146 + s_3362,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3138,"PI 3-P phosphatase (1-18:0, 2-16:1), Golgi membrane",s_2994 + s_3570 --> s_2995 + 2 s_3146 + s_3364,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3139,"PI 3-P phosphatase (1-18:1, 2-16:1), Golgi membrane",s_2994 + s_3571 --> s_2995 + 2 s_3146 + s_3366,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3140,"PI 3-P phosphatase (1-16:0, 2-18:1), Golgi membrane",s_2994 + s_3572 --> s_2995 + 2 s_3146 + s_3368,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3141,"PI 3-P phosphatase (1-16:1, 2-18:1), Golgi membrane",s_2994 + s_3573 --> s_2995 + 2 s_3146 + s_3370,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3142,"PI 3-P phosphatase (1-18:0, 2-18:1), Golgi membrane",s_2994 + s_3574 --> s_2995 + 2 s_3146 + s_3372,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3143,"PI 3-P phosphatase (1-18:1, 2-18:1), Golgi membrane",s_2994 + s_3575 --> s_2995 + 2 s_3146 + s_3374,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YKL212W,YKL212W,3.1.3.64
r_3144,"PI 4-P phosphatase (1-16:0, 2-16:1), cell envelope",s_3325 + s_3449 --> 2 s_0793 + s_3323 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3145,"PI 4-P phosphatase (1-16:1, 2-16:1), cell envelope",s_3327 + s_3449 --> 2 s_0793 + s_3326 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3146,"PI 4-P phosphatase (1-18:0, 2-16:1), cell envelope",s_3329 + s_3449 --> 2 s_0793 + s_3328 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3147,"PI 4-P phosphatase (1-18:1, 2-16:1), cell envelope",s_3331 + s_3449 --> 2 s_0793 + s_3330 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3148,"PI 4-P phosphatase (1-16:0, 2-18:1), cell envelope",s_3333 + s_3449 --> 2 s_0793 + s_3332 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3149,"PI 4-P phosphatase (1-16:1, 2-18:1), cell envelope",s_3335 + s_3449 --> 2 s_0793 + s_3334 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3150,"PI 4-P phosphatase (1-18:0, 2-18:1), cell envelope",s_3337 + s_3449 --> 2 s_0793 + s_3336 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3151,"PI 4-P phosphatase (1-18:1, 2-18:1), cell envelope",s_3339 + s_3449 --> 2 s_0793 + s_3338 + s_3536,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3152,"PI 4-P phosphatase (1-16:0, 2-16:1), cytoplasm",s_0803 + s_3576 --> 2 s_0794 + s_1322 + s_3545,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3153,"PI 4-P phosphatase (1-16:1, 2-16:1), cytoplasm",s_0803 + s_3577 --> 2 s_0794 + s_1322 + s_3547,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3154,"PI 4-P phosphatase (1-18:0, 2-16:1), cytoplasm",s_0803 + s_3578 --> 2 s_0794 + s_1322 + s_3549,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3155,"PI 4-P phosphatase (1-18:1, 2-16:1), cytoplasm",s_0803 + s_3579 --> 2 s_0794 + s_1322 + s_3551,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3156,"PI 4-P phosphatase (1-16:0, 2-18:1), cytoplasm",s_0803 + s_3580 --> 2 s_0794 + s_1322 + s_3553,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
r_3157,"PI 4-P phosphatase (1-16:1, 2-18:1), cytoplasm",s_0803 + s_3581 --> 2 s_0794 + s_1322 + s_3555,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YNL106C or YOR109W,YNL106C|YOR109W,3.1.3.-|3.1.3.36
